Time,R1C1,R2C1,R3C1,R4C1,R5C1,R6C1,R1C2,R2C2,R3C2,R4C2,R5C2,R6C2,R1C3,R2C3,R3C3,R4C3,R5C3,R6C3,R1C4,R2C4,R3C4,R4C4,R5C4,R6C4,R1C5,R2C5,R3C5,R4C5,R5C5,R6C5,R1C6,R2C6,R3C6,R4C6,R5C6,R6C6
2024-07-19 05:13:29,4047,4095,3997,4095,4095,3951,4095,4023,4095,4095,4095,3947,4031,4095,3987,4095,3951,4095,4031,4095,4095,4095,3951,4095,4095,4014,4095,4095,3947,4095,4095,4015,4063,4095,3943,4095
2024-07-19 13:11:08,4079,4095,4031,4095,4095,3967,4095,4051,4095,4095,4095,3975,4095,4095,4029,4095,3979,4095,4071,4095,4095,4095,3983,4095,4095,4047,4095,4095,3982,4095,4095,4047,4031,4095,3975,4095
